status,brand,name,link,price,80PLUS,form factor,depth,modular,EPS8pin,OEM,platform,pcb,primary topology,primary cap(s) brand,secondary side topology,secondary electrolytic caps brand,secondary solid caps brand,modular board caps,fan,fanless mode,note,review/image_1,review/image_2,review/image_3,review/image_4
,Corsair,RM750x CP-9020187-JP [White],https://kakaku.com/item/K0001120387/,"¥14,500",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM850x CP-9020180-JP,https://kakaku.com/item/K0001054493/,"¥13,111",Gold,ATX,160,full,Unknown,CWT,,,,,,,,,,,,,,,
,Corsair,RM850x CP-9020188-JP [White],https://kakaku.com/item/K0001120388/,"¥16,010",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM1000x CP-9020094-JP,https://kakaku.com/item/K0000835117/,"¥20,685",Gold,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM650 CP-9020194-JP,https://kakaku.com/item/K0001166415/,"¥9,491",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM750 CP-9020195-JP,https://kakaku.com/item/K0001166416/,"¥9,480",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM850 CP-9020196-JP,https://kakaku.com/item/K0001166417/,"¥12,980",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM650 2021 CP-9020233-JP,https://kakaku.com/item/K0001394494/,"¥9,973",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM750 2021 CP-9020234-JP,https://kakaku.com/item/K0001394495/,"¥10,480",Gold,ATX,160,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,RM750 White 2021 CP-9020231-JP,https://kakaku.com/item/K0001394497/,"¥14,540",Gold,ATX,160,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,RM850 2021 CP-9020235-JP,https://kakaku.com/item/K0001394496/,"¥10,845",Gold,ATX,160,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,RM850 White 2021 CP-9020232-JP,https://kakaku.com/item/K0001394498/,"¥15,890",Gold,ATX,160,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,RM550x 2021 CP-9020197-JP,https://kakaku.com/item/K0001394503/,"¥10,718",Gold,ATX,160,full,x1,CWT,,,,,,,,,,,,,,,
,Corsair,RM650x 2021 CP-9020198-JP,https://kakaku.com/item/K0001394504/,"¥11,655",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM750x 2021 CP-9020199-JP,https://kakaku.com/item/K0001394505/,"¥13,273",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,RM850x 2021 CP-9020200-JP,https://kakaku.com/item/K0001394506/,"¥14,325",Gold,ATX,160,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,RM1000x 2021 CP-9020201-JP,https://kakaku.com/item/K0001394507/,"¥19,800",Gold,ATX,180,full,x3,CWT,,,,,,,,,,,,,,,
,Corsair,SF450 CP-9020104-JP,https://kakaku.com/item/K0000875612/,"¥10,881",Gold,SFX,100,full,x1,GreatWall,,,,,,,,,,,,,,,
,Corsair,SF600 CP-9020105-JP,https://kakaku.com/item/K0000875611/,"¥13,365",Gold,SFX,100,full,x1,GreatWall,,,,,,,,,,,,,,,
,Corsair,SF450 Platinum CP-9020181-JP,https://kakaku.com/item/K0001101478/,"¥13,244",Platinum,SFX,100,full,x1,GreatWall,,,,,,,,,,,,,,,
,Corsair,SF600 Platinum CP-9020182-JP,https://kakaku.com/item/K0001101479/,"¥16,559",Platinum,SFX,100,full,x1,GreatWall,,,,,,,,,,,,,,,
,Corsair,SF750 Platinum CP-9020186-JP,https://kakaku.com/item/K0001126834/,"¥17,820",Platinum,SFX,100,full,x2,GreatWall,,,,,,,,,,,,,,,
,Corsair,HX1000 CP-9020139-JP,https://kakaku.com/item/K0000999277/,"¥22,350",Platinum,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX1200 CP-9020140-JP,https://kakaku.com/item/K0000999278/,"¥28,978",Platinum,ATX,200,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX750 CP-9020137-JP,https://kakaku.com/item/K0000999275/,"¥21,890",Platinum,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX850 CP-9020138-JP,https://kakaku.com/item/K0000999276/,"¥17,389",Platinum,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX750i CP-9020072-JP,https://kakaku.com/item/K0000699512/,"¥29,531",Platinum,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX850i CP-9020073-JP,https://kakaku.com/item/K0000699513/,"¥31,543",Platinum,ATX,180,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,HX1200i CP-9020070-JP,https://kakaku.com/item/K0000781203/,"¥46,530",Platinum,ATX,200,full,x2,CWT,,,,,,,,,,,,,,,
,Corsair,AX1600i CP-9020087-JP,https://kakaku.com/item/K0001048628/,"¥60,902",Titanium,ATX,200,full,x2,CWT,,,,,,,,,,,,,,,
,COUGAR,GX-F AURUM 550 CGR GD-550,https://kakaku.com/item/K0001250120/,"¥8,758",Gold,ATX,150,full,x2,HEC,,,,,,,,,,,,,,,
,COUGAR,GX-F AURUM 650 CGR GD-650,https://kakaku.com/item/K0001250121/,"¥10,972",Gold,ATX,150,full,x2,HEC,,,,,,,,,,,,,,,
,COUGAR,GX-F AURUM 750 CGR GD-750,https://kakaku.com/item/K0001250122/,"¥14,500",Gold,ATX,150,full,x2,HEC,,,,,,,,,,,,,,,
,DEEPCOOL,DP-BZ-DA500N,https://kakaku.com/item/K0001296615/,"¥4,818",Bronze,ATX,140,fixed,x1,unknown,,,,,,,,,,,,,,,
,DEEPCOOL,DP-BZ-DA600N,https://kakaku.com/item/K0001296616/,"¥5,273",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,DP-BZ-DA700N,https://kakaku.com/item/K0001296617/,"¥6,373",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,DP-DQ750-M-V2L WH,https://kakaku.com/item/K0001308164/,"¥11,880",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,DP-GD-DQ650-M-V2L,https://kakaku.com/item/K0001269015/,"¥8,963",Gold,ATX,160,full,x1,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,DP-GD-DQ750-M-V2L,https://kakaku.com/item/K0001269016/,"¥10,825",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,DP-GD-DQ850-M-V2L,https://kakaku.com/item/K0001269017/,"¥12,503",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,DEEPCOOL,PQ750M R-PQ750M-FA0B-JP,https://kakaku.com/item/K0001408651/,"¥14,795",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,DEEPCOOL,PQ850M R-PQ850M-FA0B-JP,https://kakaku.com/item/K0001408652/,"¥16,335",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,DEEPCOOL,PQ1000M R-PQA00M-FA0B-JP,https://kakaku.com/item/K0001408653/,"¥20,955",Gold,ATX,140,full,x2,Seasonic,,,,,,,,,,,,,,,
,ENERMAX,CYBERBRON ECB500AWT,https://kakaku.com/item/K0001314163/,"¥6,419",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,ENERMAX,CYBERBRON ECB600AWT,https://kakaku.com/item/K0001314164/,"¥6,664",Bronze,ATX,140,fixed,x1,CWT,,,,,,,,,,,,,,,
,ENERMAX,CYBERBRON ECB700EWT,https://kakaku.com/item/K0001314165/,"¥8,596",Bronze,ATX,140,fixed,x2,CWT,,,,,,,,,,,,,,,
discontinued,ENERMAX,RevoBron ERB500AWT,https://kakaku.com/item/K0001007783/,"¥10,978",Bronze,ATX,140,semi,x1,CWT,CWT CSB,single sided,double forward,japanese 105c + 85c(105c?),Semi-synchronous Rectification + DC/DC,chemi-con 105c,Elite/APAQ,n/a,Enermax ED122512M-FD,n/a,-,https://web.archive.org/web/20190101162551/http://hardwareoverclock.com/Enermax-RevoBron-600-Watt-Netzteil-3.htm,http://www.jonnyguru.com/forums/showthread.php?14826-Enermax-Introduces-RevoBron-PSU-Line/page2,https://www.computerbase.de/2018-03/cooler-master-masterwatt-enermax-revobron-netzteil-test/2/,-
discontinued,ENERMAX,RevoBron ERB600AWT,https://kakaku.com/item/K0001007784/,"¥12,078",Bronze,ATX,140,semi,x1,CWT,CWT CSB,single sided,double forward,japanese 105c + 85c(105c?),Semi-synchronous Rectification + DC/DC,chemi-con 105c,Elite/APAQ,n/a,Enermax ED122512M-FD,n/a,-,https://www.overclockers.ua/power/enermax-revobron-erb600awt/,https://www.noticias3d.com/articulo.asp?idarticulo=2506&pag=2,https://i2hard.ru/publications/22500/,-
,ENERMAX,RevoBron TGA ERB500AWT TR,https://kakaku.com/item/K0001115461/,"¥7,980",Bronze,ATX,140,semi,x1,CWT,CWT CSB,single sided,double forward,japanese 105c + 85c(105c?),Semi-synchronous Rectification + DC/DC,chemi-con 105c,Elite/APAQ,n/a,Enermax ED122512M-FD,n/a,-,https://nl.hardware.info/product/487443/enermax-revobron-tga-500w,-,-,-
,ENERMAX,RevoBron TGA ERB600AWT TR,https://kakaku.com/item/K0001115460/,"¥8,680",Bronze,ATX,140,semi,x1,CWT,CWT CSB,single sided,double forward,japanese 105c + 85c(105c?),Semi-synchronous Rectification + DC/DC,chemi-con 105c,Elite/APAQ,n/a,Enermax ED122512M-FD,n/a,-,https://www.hardwareluxx.ru/index.php/artikel/hardware/netzteile/46181-enermax-revobron-600w-tga-edition-test.html?start=1,-,-,-
,ENERMAX,RevoBron TGA ERB700AWT TR,https://kakaku.com/item/K0001115459/,"¥9,479",Bronze,ATX,140,semi,x1,CWT,CWT CSB,single sided,double forward,japanese 105c + 85c,Semi-synchronous Rectification + DC/DC,chemi-con 105c,Elite/APAQ,n/a,Enermax ED122512H-FD,n/a,-,https://www.techpowerup.com/review/enermax-erb700awt/,-,-,-
discontinued,ENERMAX,Revolution DUO ERD500AWL-F,https://kakaku.com/item/K0000931692/,"¥7,030",Gold,ATX,140,fixed,x1,Yue-Lin,unknown,single sided,half-bridge LLC,Teapo 85c,Synchronous Rectification + DC/DC,Teapo 105c,Teapo,n/a,Enermax ED1002512L-OA + ED0801512L-OA,n/a,-,https://hlamer.ru/video/742395-Enermax_REVOLUTION_DUO_500_watt_Obzor_s_razborom,-,-,-
discontinued,ENERMAX,Revolution DUO ERD600AWL-F,https://kakaku.com/item/K0000931693/,"¥7,137",Gold,ATX,140,fixed,x1,Yue-Lin,unknown,single sided,half-bridge LLC,Teapo 85c,Synchronous Rectification + DC/DC,Teapo 105c,Teapo,n/a,Enermax ED1002512L-OA + ED0801512L-OA,n/a,-,-,-,-,-
discontinued,ENERMAX,Revolution DUO ERD700AWL-F,https://kakaku.com/item/K0000931694/,"¥8,177",Gold,ATX,140,fixed,x1,Yue-Lin,unknown,single sided,half-bridge LLC,Teapo 85c,Synchronous Rectification + DC/DC,Teapo 105c,Teapo,n/a,Enermax ED1002512L-OA + ED0801512L-OA,n/a,-,https://www.hardocp.com/article/2017/02/21/enermax_revolution_duo_700w_power_supply_review/3,https://www.overclockers.ua/power/enermax-erd700awl-f/,-,-
,ENERMAX,REVOLUTION D.F. ERF750EWT,https://kakaku.com/item/K0001135413/,"¥16,827",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,ENERMAX,REVOLUTION D.F. ERF850EWT,https://kakaku.com/item/K0001135414/,"¥17,800",Gold,ATX,160,full,x2,CWT,,,,,,,,,,,,,,,
,ENERMAX,Platimax D.F. EPF1050EWT,https://kakaku.com/item/K0000990788/,"¥36,135",Platinum,ATX,160,full,Unknown,CWT,,,,,,,,,,,,,,,
,ENERMAX,Platimax D.F. EPF1200EWT,https://kakaku.com/item/K0000990787/,"¥36,586",Platinum,ATX,160,full,Unknown,CWT,,,,,,,,,,,,,,,
,ENERMAX,Platimax EPM1350EWT,https://kakaku.com/item/K0000428848/,"¥36,580",Platinum,ATX,180,full,x1,CWT,,,,,,,,,,,,,,,
,ENERMAX,MaxTytan EMT750EWT,https://kakaku.com/item/K0000996073/,"¥29,905",Titanium,ATX,180,full,x1,CWT,,,,,,,,,,,,,,,
,ENERMAX,MaxTytan EDT1050EWT,https://kakaku.com/item/K0000996075/,"¥43,365",Titanium,ATX,200,full,Unknown,CWT,,,,,,,,,,,,,,,
,Enhance,FLEX 350 ENP7135B-24YGF,https://kakaku.com/item/K0000785821/,"¥8,818",Gold,Flex ATX,81.5,fixed,-,Enhance,Enhance ENP7100,unknown,unknown,unknown,unknown,unknown,unknown,n/a,unknown,n/a,-,-,-,-,-
,Fractal Design,ION Gold 550W FD-P-IA2G-550,https://kakaku.com/item/K0001351643/,"¥11,047",Gold,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,ION Gold 650W FD-P-IA2G-650,https://kakaku.com/item/K0001351644/,"¥13,500",Gold,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,ION Gold 750W FD-P-IA2G-750,https://kakaku.com/item/K0001351645/,"¥14,012",Gold,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,ION Gold 850W FD-P-IA2G-850,https://kakaku.com/item/K0001351646/,"¥15,601",Gold,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,ION SFX 500G FD-PSU-ION-SFX-500G-BK,https://kakaku.com/item/K0001205446/,"¥7,980",Gold,ATX,125,full,x1,Seasonic,,,,,,,,,,,,,,,
,Fractal Design,ION SFX 650G FD-PSU-ION-SFX-650G-BK,https://kakaku.com/item/K0001205445/,"¥17,255",Gold,ATX,125,full,x1,Seasonic,,,,,,,,,,,,,,,
,Fractal Design,ION+ 560P FD-PSU-IONP-560P-BK,https://kakaku.com/item/K0001179318/,"¥16,940",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,ION+ 660P FD-PSU-IONP-660P-BK,https://kakaku.com/item/K0001179317/,"¥17,467",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,Ion+ 2 Platinum 560W FD-P-IA2P-560,https://kakaku.com/item/K0001377375/,"¥18,095",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,Ion+ 2 Platinum 660W FD-P-IA2P-660,https://kakaku.com/item/K0001377374/,"¥18,600",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,Ion+ 2 Platinum 760W FD-P-IA2P-760,https://kakaku.com/item/K0001377373/,"¥21,724",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,Fractal Design,Ion+ 2 Platinum 860W FD-P-IA2P-860,https://kakaku.com/item/K0001377372/,"¥22,040",Platinum,ATX,150,full,x1,Sirtec,,,,,,,,,,,,,,,
,FSP,HEXA 85+ 450W HA450,https://kakaku.com/item/K0001307723/,"¥4,880",Bronze,ATX,140,fixed,x1,FSP,,,,,,,,,,,,,,,
,FSP,HEXA 85+ 550W HA550,https://kakaku.com/item/K0001307722/,"¥4,780",Bronze,ATX,140,fixed,x1,FSP,,,,,,,,,,,,,,,
,FSP,HEXA 85+ 650W HA650,https://kakaku.com/item/K0001307721/,"¥6,028",Bronze,ATX,140,fixed,x1,FSP,,,,,,,,,,,,,,,
discontinued,FSP,AURUM 92+ 550 PT-550M,https://kakaku.com/item/K0000464414/,"¥9,083",Platinum,ATX,159,semi,x1,FSP,FSP Aurum 92+ ,double sided,Active-Clamp,Panasonic 105c,Synchronous Rectification + DC/DC,chemi-con 105c,n/a,n/a,PROTECHNIC MGA12012HF-A25,n/a,-,https://www.59hardware.net/articles/alimentations/alimentation-fsp-aurum-92%2B-550-w-2014082516389/all.html,https://nl.hardware.info/product/239405/fsp-aurum-92+-550w#reviews,-,-
discontinued,FSP,AURUM 92+ 650 PT-650M,https://kakaku.com/item/K0000464415/,"¥9,758",Platinum,ATX,159,semi,x1,FSP,FSP Aurum 92+ ,double sided,Active-Clamp,chemi-con 105c,Synchronous Rectification + DC/DC,chemi-con 105c,n/a,n/a,PROTECHNIC MGA12012HF-A25,n/a,-,https://www.hardwaresecrets.com/fsp-aurum-92-650-w-power-supply-review/5/,https://www.techpowerup.com/review/fsp-aurum-92-650w/4.html,https://www.tweaktown.com/reviews/5142/fsp_aurum_92_pt_650m_650w_80_plus_platinum_power_supply_review/index4.html,"https://www.tomshardware.co.uk/fsp-aurum-92-650w-80-plus-platinum,review-33101.html"
,FSP,AURUM S 400 AS-400,https://kakaku.com/item/K0000721805/,"¥6,602",Gold,ATX,150,fixed,x1,FSP,FSP Raider,single sided?,Active-Clamp,Teapo 85c?,Synchronous Rectification + Group(5V/3.3V) Regulation,CapXon/Teapo 105c?,n/a,n/a,Yateloon D12SM-12,n/a,-,https://www.cnews.cz/test-zdroju-cast-2-enermax-revolution-xt-430-w-a-fsp-aurum-s-400-w/,https://www.dospara.co.jp/monotech/news/8100.html,-,-
discontinued,FSP,AURUM S 500 AS-500,https://kakaku.com/item/K0000721806/,"¥7,962",Gold,ATX,150,fixed,x1,FSP,FSP Raider,single sided?,Active-Clamp,Teapo 85c?,Synchronous Rectification + Group(5V/3.3V) Regulation,CapXon/Teapo 105c?,n/a,n/a,Yateloon D12SM-12?,n/a,-,-,-,-,-
discontinued,FSP,AURUM S 600 AS-600,https://kakaku.com/item/K0000721807/,"¥7,734",Gold,ATX,150,fixed,x1,FSP,FSP Raider,single sided?,Active-Clamp,Teapo 85c?,Synchronous Rectification + Group(5V/3.3V) Regulation,CapXon/Teapo 105c?,n/a,n/a,Yateloon D12SM-12?,n/a,-,https://aphnetworks.com/reports/fsp_aurum_s_600w/3,-,-,-
discontinued,FSP,AURUM S 700 AS-700,https://kakaku.com/item/K0000721808/,"¥9,589",Gold,ATX,150,fixed,x1,FSP,FSP Raider,single sided?,Active-Clamp,Teapo 85c?,Synchronous Rectification + Group(5V/3.3V) Regulation,CapXon/Teapo 105c?,n/a,n/a,Yateloon D12SM-12?,n/a,-,https://www.hkepc.com/9308/%E5%8A%A0%E5%85%A5%E8%87%AA%E5%AE%B6_MIA_IC_%E6%8A%80%E8%A1%93_FSP_AURUM_S_700W_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8,-,-,-
,FSP,FSP300-60GHS v3.21,https://kakaku.com/item/K0000169504/,"¥4,453",Standard,SFX,100,fixed,x1,FSP,FSP SFX GHS,single sided,double forward,unknown 105c?,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,PROTECHNIC MGA8212YS-A15?,n/a,-,https://www.hardwaresecrets.com/fsp300-60ghs-power-supply-review/4/,https://www.hkepc.com/11068/SFX_%E8%A8%AD%E8%A8%88%E5%B0%8F%E5%9E%8B%E6%A9%9F%E7%AE%B1%E4%B9%8B%E9%81%B8_FSP300-60GHS_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8,http://www.dont.ru/FSP-Group-FSP300-60GHS-OEM-12V-22A-80plus-SFX-FAN-80x80x15.id15892.html,-
,FSP,FSP450-60GHS v3.21,https://kakaku.com/item/K0000169502/,"¥5,206",Bronze,SFX,100,fixed,x1,FSP,FSP SFX GHS,single sided,double forward,unknown 105c?,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,PROTECHNIC MGA8212YS-A15?,n/a,-,https://www.hkepc.com/10629/80PLUS%E9%8A%85%E7%89%8CMicro_ATX_%E8%A8%AD%E8%A8%88_FSP450-60GHS85R_%E9%9B%BB%E6%BA%90%E4%BE%9B%E6%87%89%E5%99%A8,https://www.techpowerup.com/forums/threads/a-peak-inside-the-fsp-450w-micro-atx-fsp450-60ghs-85-r.159878/,-,-
,FSP,RAIDER II 650W RA2-650,https://kakaku.com/item/K0000984298/,"¥6,813",Silver,ATX,140,fixed,x1,FSP,FSP Raider II,single sided,Active-Clamp,japanese 105c,Synchronous Rectification + DC/DC,chemi-con/rubycon 105c,n/a,n/a,ADDA AD1212HS-A71GL,n/a,-,https://akiba-pc.watch.impress.co.jp/docs/mreview/rental/1107692.html,-,-,-
,FSP,RAIDER II 750W RA2-750,https://kakaku.com/item/K0000984299/,"¥7,285",Silver,ATX,140,fixed,x1,FSP,FSP Raider II,single sided,Active-Clamp,japanese 105c,Synchronous Rectification + DC/DC,chemi-con/rubycon 105c,n/a,n/a,ADDA AD1212HS-A71GL,n/a,-,http://www.gdm.or.jp/review/2017/1106/239442/3,-,-,-
discontinued,FSP,RAIDER RA-500B,https://kakaku.com/item/K0001099759/,"¥4,155",Bronze,ATX,140,fixed,x1,FSP,FSP Hyper,single sided,Active-Clamp,CapXon 85c,Group Regulation,CapXon/Teapo(+5VSB) 105c,n/a,n/a,n/a,n/a,-,https://value-kaden.com/ra-500b/,https://download1.getuploader.com/g/7%7Cdengensure/139/RA-500B.jpg,-,-
,FSP,DAGGER PRO 550W SDA2-550,https://kakaku.com/item/K0001374994/,"¥12,663",Gold,SFX,100,full,x1,FSP,,,,,,,,,,,,,,,
,FSP,DAGGER PRO 650W SDA2-650,https://kakaku.com/item/K0001374993/,"¥12,455",Gold,SFX,100,full,x1,FSP,,,,,,,,,,,,,,,
,FSP,DAGGER PRO 750W SDA2-750,https://kakaku.com/item/K0001374992/,"¥13,995",Gold,SFX,100,full,x2,FSP,,,,,,,,,,,,,,,
,FSP,DAGGER PRO 850W SDA2-850,https://kakaku.com/item/K0001374991/,"¥15,796",Gold,SFX,100,full,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro G PRO 1000W HG2-1000,https://kakaku.com/item/K0001323054/,"¥16,478",Gold,ATX,150,full,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro G PRO 850W HG2-850,https://kakaku.com/item/K0001323053/,"¥10,870",Gold,ATX,150,full,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro GE 850W HGE850,https://kakaku.com/item/K0001186323/,"¥17,653",Gold,ATX,170,full,x1,FSP,,,,,,,,,,,,,,,
,FSP,Hydro GSM Lite PRO 550W HGS-550M,https://kakaku.com/item/K0001307718/,"¥6,093",Gold,ATX,140,fixed,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro GSM Lite PRO 650W HGS-650M,https://kakaku.com/item/K0001307717/,"¥8,450",Gold,ATX,140,fixed,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro GSM Lite PRO 750W HGS-750M,https://kakaku.com/item/K0001307716/,"¥8,750",Gold,ATX,140,fixed,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro PT 650W HPT650,https://kakaku.com/item/K0001282534/,"¥17,021",Platinum,ATX,170,full,x1,FSP,,,,,,,,,,,,,,,
,FSP,Hydro PT 750W HPT750,https://kakaku.com/item/K0001282535/,"¥16,015",Platinum,ATX,170,full,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro PTM PRO 1000W HPT2-1000M,https://kakaku.com/item/K0001307714/,"¥20,525",Platinum,ATX,190,full,x3,FSP,,,,,,,,,,,,,,,
,FSP,Hydro PTM PRO 1200W HPT2-1200M,https://kakaku.com/item/K0001356451/,"¥25,840",Platinum,ATX,190,full,x3,FSP,,,,,,,,,,,,,,,
,FSP,Hydro PTM PRO 850W HPT2-850M,https://kakaku.com/item/K0001307715/,"¥18,209",Platinum,ATX,190,full,x3,FSP,,,,,,,,,,,,,,,
,FSP,Hydro S 650W HS-650,https://kakaku.com/item/K0001307720/,"¥7,040",Silver,ATX,140,fixed,x2,FSP,,,,,,,,,,,,,,,
,FSP,Hydro S 750W HS-750,https://kakaku.com/item/K0001307719/,"¥7,618",Silver,ATX,140,fixed,x2,FSP,,,,,,,,,,,,,,,
,FSP,Twins PRO 700W FSP700-50RAB,https://kakaku.com/item/K0001374995/,"¥32,780",Gold,ATX,190,fixed,x2,FSP,,,,,,,,,,,,,,,
discontinued,GAMDIAS,ASTRAPE M1-650B,https://kakaku.com/item/K0001054371/,"¥7,980",Bronze,ATX,140,fixed,x1,Andyson,(Xigmatek Marverick S),single sided,double forward,Teapo 85c,Passive Rectification + Group Regulation,JunFu 105c,n/a,n/a,POWERYEAR PY-1225H12S,n/a,-,https://akiba-pc.watch.impress.co.jp/docs/sp/1134311.html,http://www.f14lab.com/2018/12/review-gamdias-astrape-m1-80plus.html,-,-
discontinued,GAMDIAS,KRATOS M1-600B,https://kakaku.com/item/K0001139417/,"¥6,887",Bronze,ATX,140,fixed,x1,Andyson?,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n/a,unknown,n/a,-,-,-,-,-
discontinued,GAMDIAS,KRATOS P1-750G,https://kakaku.com/item/K0001193089/,"¥9,244",Gold,ATX,140,semi,x1,Andyson,Andyson H6?,double sided?,half-bridge LLC,unknown,Synchronous Rectification + DC/DC,unknown,unknown,n/a,unknown,n/a,-,-,-,-,-
discontinued,HEC,WIN+ POWER 3s HEC-WN3S-500W,https://kakaku.com/item/K0000851707/,"¥7,574",Bronze,ATX,140,fixed,x1,HEC,(Be Quiet Pure Power L8),single sided,double forward,CapXon 85c,Passive Rectification + Group Regulation,Teapo 105c,n/a,n/a,unknown,n/a,-,https://akiba-pc.watch.impress.co.jp/docs/dosv/1005399.html#contents-section-2-4,-,-,-
discontinued,HEC,WIN+ POWER 3s HEC-WN3S-600W,https://kakaku.com/item/K0000851708/,"¥8,015",Bronze,ATX,140,fixed,x1,HEC,(Be Quiet Pure Power L8),single sided,double forward,? CapXon 85c,Passive Rectification + Group Regulation,? Teapo 105c,n/a,n/a,unknown,n/a,-,-,-,-,-
,IN WIN,IP-P300CN7-2-H,https://kakaku.com/item/K0000622685/,"¥9,800",Bronze,TFX,100,fixed,x1,IN WIN,unknown,single sided,unknown,unknown,unknown,unknown,unknown,unknown,unknown 80mm,n/a,-,-,-,-,-
,IN WIN,IP-S300EF7-2-H,https://kakaku.com/item/K0000622684/,"¥9,800",Bronze,TFX,175,fixed,-,IN WIN,unknown,single sided,unknown,unknown,unknown,unknown,unknown,unknown,unknown,n/a,-,-,-,-,-
,IN WIN,IP-S300FF1-0-H,https://kakaku.com/item/K0000622683/,"¥8,800",Not Certified,TFX,175,fixed,x1,IN WIN,unknown,single sided,double forward,unknown,Passive Rectification + Group Regulation,unknown 105c,n/a,n/a,unknown 80mm,n/a,-,https://www.hardwareinsights.com/in-winpower-man-ip-s300ff1-0-tfx-review/3/,-,-,-
,IN WIN,CS-700W IW-CS700-SFX,https://kakaku.com/item/K0001113906/,"¥11,910",Gold,SFX,100,full,x2,Sirtec,,,,,,,,,,,,,,,
,IN WIN,P55F PS-P55F,https://kakaku.com/item/K0001341177/,"¥7,032",Gold,ATX,140,fixed,x1,Sirtec,,,,,,,,,,,,,,,
,IN WIN,P65F PS-P65F,https://kakaku.com/item/K0001341178/,"¥7,780",Gold,ATX,140,fixed,x1,Sirtec,,,,,,,,,,,,,,,
,IN WIN,P75F PS-P75F,https://kakaku.com/item/K0001341179/,"¥9,024",Gold,ATX,140,fixed,x1,Sirtec,,,,,,,,,,,,,,,
,IN WIN,PB-750W IW-PB750-RGB,https://kakaku.com/item/K0001113904/,"¥15,150",Gold,ATX,160,full,x2,Sirtec,,,,,,,,,,,,,,,
,IN WIN,P65 IW-PS-P650W,https://kakaku.com/item/K0001304603/,"¥9,763",Gold,ATX,160,full,x1,Sirtec,,,,,,,,,,,,,,,
